1,2,3
-8.601,2.9535,14.608
10.64,-5.7076,27.759
9.9917,8.7569,25.09
5.5768,4.0902,0.12869
5.7207,3.804,0.31009
-9.219,1.1938,10.164
-9.0387,1.8396,11.982
12.483,-0.75454,47.098
6.5719,-9.5563,37.135
1.4285,-4.7937,45.663
12.166,-2.2939,17.193
1.6033,-11.024,27.721
4.7423,12.945,32.899
-6.9398,-7.546,43.738
-4.0525,13.841,46.938
10.506,-5.9094,9.8373
12.047,-2.6987,38.668
-6.6266,13.019,43.05
4.2678,-10.549,20.187
-7.5838,-6.749,16.776
1.824,7.3902,44.488
-9.2297,11.582,22.335
-3.8383,-9.9085,31.268
-9.457,-1.6158,33.867
12.298,3.7724,4.0321
-4.4848,7.1215,34.239
11.948,-3.0047,22.942
2.2322,7.2167,3.8134
12.252,3.9736,10.474
-2.4324,14.1,7.7894
-8.8805,2.2939,48.403
5.5877,-2.0092,42.621
-5.823,6.326,45.349
0.89546,7.686,31.268
10.969,-5.169,9.073
4.5944,-10.444,34.982
6.3569,0.75886,30.846
7.6348,11.18,11.31
2.1608,13.814,9.8844
-7.8179,4.2992,32.831
0.95592,7.6707,32.862
-3.8643,7.3862,46.412
-6.0566,-8.42,5.7845
-0.94859,14.172,19.725
10.396,-6.0687,11.377
-8.8136,2.4656,11.115
-7.6596,4.5165,28.585
5.5964,4.0532,0.74296
-2.7151,-10.391,4.9335
2.315,7.1779,21.129
-9.5203,11.376,47.072
-0.083225,-10.988,20.151
11.664,5.8028,33.914
9.8583,-6.7788,23.777
-9.2487,1.0662,2.7954
-8.2731,3.5838,39.833
2.9084,-4.4236,1.6503
5.4278,-2.2768,49.168
3.2948,6.6171,41.975
-8.3815,-5.4581,39.915
-2.8317,14.054,24.044
4.1497,5.9376,26.288
-7.2208,-7.2183,8.6903
12.585,1.7175,24.609
6.202,-0.41731,42.587
5.0855,-2.7597,28.683
-2.8616,7.6952,5.6771
12.6,0.62587,10.177
12.33,-1.6167,44.5
4.5144,13.045,19.739
11.654,5.827,1.3231
10.155,-6.4005,26.842
3.0096,-10.857,1.9747
12.592,1.5903,1.8329
-7.9386,-6.2279,1.4775
10.465,-5.9694,38.391
10.348,8.2595,42.913
5.2696,4.6108,11.128
3.0319,-10.852,15.417
0.80447,14.057,45.033
12.309,-1.7142,15.934
10.909,7.3614,2.9898
3.6181,-4.0624,43.758
12.486,2.7349,18.875
-9.4628,-1.5195,31.952
-7.7483,-6.516,10.143
-2.5068,7.7717,41.626
-5.8375,13.328,38.854
-4.2898,-9.6691,28.394
-9.4567,-0.3711,3.958
0.43957,14.099,21.923
12.423,3.1408,46.544
6.0883,-0.8405,20.934
-4.7809,-9.3753,20.996
-8.3064,-5.6004,5.6655
4.5109,5.5784,1.9272
5.9145,-9.9021,46.813
-9.0855,-3.7052,24.031
4.491,5.5995,1.8725
9.7972,-6.8528,45.868
11.172,6.8748,15.831
12.172,-2.27,33.888
9.2395,-7.4773,30.402
12.551,-0.18037,3.6571
11.474,-4.1931,19.715
-9.3316,-2.6553,47.639
-3.1344,7.6249,41.509
6.9728,-9.3179,32.242
6.3585,0.81071,46.208
6.2961,1.8982,32.822
1.9966,13.851,3.4134
-7.1156,-7.3444,34.722
7.7825,11.06,45.841
1.5586,-11.026,13.019
4.5109,5.5784,44.872
11.645,5.8512,42.06
-2.4909,-10.47,27.102
6.9815,11.669,17.632
5.2541,4.6345,29.331
2.8767,6.8809,47.239
4.5009,5.589,32.294
-0.36342,7.8916,13.097
6.8695,11.747,49.459
-8.3254,-5.5649,12.535
-0.4747,7.8998,30.471
6.0184,-9.851,7.212
10.789,7.5668,49.818
-8.5345,12.035,28.486
6.1405,2.6602,49.643
-9.2784,11.548,27.325
9.4216,9.4637,16.847
12.442,-1.0272,31.632
7.9491,10.921,20.257
-5.3131,13.504,7.2875
-6.2081,6.0292,2.5314
5.4616,12.595,22.854
1.2702,7.5823,26.226
-1.1318,7.9155,10.869
12.099,4.549,18.949
11.594,-3.9242,49.069
11.469,6.2599,35.491
8.5721,-8.1208,0.82229
10.378,8.2155,0.32966
-5.4793,13.451,40.94
-3.2019,14.001,24.754
12.195,4.1994,9.198
7.3774,11.38,36.789
4.6086,5.4718,29.465
2.1843,-10.977,7.3587
-5.8984,-8.5559,40.477
-3.2623,7.5885,37.437
6.1219,-9.7988,20.99
1.8461,-4.737,33.837
-6.9535,-7.5307,46.21
-3.5713,13.938,15.616
-3.5329,7.5039,33.887
-8.6657,-4.8611,28.816
5.5702,4.1026,26.374
-3.0027,14.03,2.2112
-6.6681,5.6253,11.374
2.6086,-10.923,9.7632
0.84998,7.6972,4.295
-4.0677,7.306,45.583
6.3555,1.254,22.788
7.0124,-9.2931,41.724
4.3903,5.7041,18.093
6.3605,1.071,12.36
5.3826,-2.347,43.57
-3.9525,-9.8506,32.822
-8.1891,-5.812,28.978
2.1619,-10.979,0.35562
10.141,-6.4197,43.374
12.5,-0.63017,34.702
12.522,-0.45562,11.149
10.762,7.6122,10.826
-5.3685,13.487,21.54
7.0705,11.606,42.362
-2.204,14.121,3.3735
5.2611,-10.194,42.393
-8.9254,2.1726,35.375
-6.7342,12.972,1.5783
12.001,4.8718,35.849
12.606,1.0821,2.3063
3.9862,6.0845,23.604
11.956,-2.9813,40.52
3.8517,6.1988,26.694
8.1026,-8.5177,49.343
-7.5946,4.6019,35.583
-3.6437,7.4663,28.019
4.2241,-10.563,41.54
-9.3605,-2.4823,2.9831
12.135,4.4244,36.465
3.0763,-10.844,41.578
12.202,4.1743,21.657
-8.2776,-5.6535,22.479
6.6326,-9.5216,30.572
-6.8822,5.4164,15.825
12.112,-2.4851,35.117
7.8035,11.043,48.094
-4.5307,7.0995,41.444
11.087,7.0381,34.121
9.751,-6.908,19.952
0.12951,14.127,23.969
2.7201,-10.906,0.48733
11.919,5.1187,40.592
-3.5429,13.943,9.3965
9.5259,9.3416,6.9964
-7.9818,-6.1593,15.142
4.2074,13.172,28.012
-8.3999,-5.4223,35.03
-2.4098,7.7898,42.815
2.8983,-10.876,30.566
12.597,0.52471,35.209
-5.4242,6.5987,35.982
-2.0861,7.8412,38.234
12.448,2.9887,18.467
-2.9419,7.6755,32.019
-8.3962,3.3611,10.464
11.806,5.4377,20.838
-9.4771,-1.0584,34.921
-3.9145,-9.8701,19.382
-3.3725,13.973,18.694
-6.4646,13.086,43.984
11.062,7.0845,11.663
-5.9483,6.2332,4.4599
-8.408,12.112,23.891
-8.408,12.112,40.116
11.501,6.1882,5.6217
6.3442,0.5266,27.522
9.7664,-6.8897,14.647
-4.0846,-9.7814,7.9061
-9.6401,11.288,4.9391
6.1786,-0.51515,46.664
8.8769,10.057,31.206
11.158,-4.8281,48.784
4.5547,-3.3432,27.014
12.27,3.8982,43.017
-8.9564,2.0855,25.135
12.525,-0.43065,21.536
5.2484,-2.5429,23.151
11.515,-4.1039,31.613
4.8108,-10.368,7.9269
3.3189,13.494,44.885
5.4472,4.3228,15.704
7.17,-9.1924,43.372
-9.6401,11.288,31.244
9.3689,9.5244,37.553
-0.23663,7.8804,12.803
-5.5824,6.4945,14.555
4.2873,5.8068,19.628
-6.6535,13.007,29.825
-7.8897,4.1959,20.15
10.008,8.7356,34.29
6.2212,-0.33119,0.77283
-7.2905,4.9746,24.036
-0.11029,7.8672,6.1389
7.8035,11.043,44.042
-9.1592,1.4291,44.782
-1.0832,-10.842,23.881
0.66434,14.074,21.06
-9.0387,1.8396,46.91
-6.3019,13.152,28.067
10.802,7.5441,34.973
-5.5898,13.414,40.358
8.7252,10.21,20.594
-6.7948,5.5035,13.249
3.939,-10.645,10.925
2.7038,13.677,35.048
3.5256,6.4538,31.159
-2.0571,-10.606,12.064
5.558,-10.068,46.896
-8.9191,2.19,13.184
0.82313,-11.039,10.124
-8.4272,-5.3686,37.834
12.419,3.1661,46.943
10.869,7.4301,21.407
5.6633,-10.02,32.385
12.062,-2.6514,34.288
12.53,2.379,15.047
-8.4805,3.1996,46.268
6.7533,-9.4511,44.098
-6.3562,13.13,48.483
12.405,3.2421,9.8014
-4.1937,13.809,21.455
-9.8301,11.144,1.6821
2.3517,13.769,40.867
5.5369,4.1641,43.185
8.6251,-8.0733,18.745
7.7858,-8.7628,22.514
6.3172,0.24532,17.69
2.4332,13.748,18.375
10.087,8.6286,13.589
4.893,12.876,11.347
0.26914,-11.017,11.508
7.2288,-9.1539,24.096
-9.4667,-1.4426,23.466
1.0011,-11.041,8.9042
-8.0139,-6.1077,20.956
-3.3421,7.5646,1.1378
6.3119,1.7796,15.362
6.1168,-0.74492,17.393
9.0052,-7.7148,29.74
-6.5522,5.7326,3.9732
12.57,1.9465,0.60443
-10.204,10.847,40.415
-8.4452,-5.3327,20.909
4.6777,-3.2221,28.842
4.438,13.077,43.191
-2.0898,14.13,9.1801
-7.9301,4.1363,42.43
-6.1191,-8.3648,5.7064
12.425,-1.1259,24.229
-4.3928,7.1645,2.1424
10.17,-6.3812,25.104
5.0636,-2.7872,46.446
-2.7758,-10.369,24.2
-7.0019,12.852,4.8657
-3.1024,7.6337,5.3201
-6.7074,12.984,36.241
8.2854,-8.3682,38.926
-9.2881,-2.8856,47.357
-4.4389,7.1431,48.033
12.527,-0.40566,45.871
2.4666,-4.5845,41.084
-4.0525,13.841,1.9078
6.1694,-0.55168,32.755
5.5791,-10.058,0.28967
-6.3186,-8.1823,35.519
-7.2208,-7.2183,2.3385
-4.192,7.2538,20.991
4.0007,13.253,2.9948
2.1214,-4.6796,26.141
12.594,0.44891,43.496
-8.0968,3.8791,4.4564
5.5964,4.0532,13.761
6.3559,0.73297,8.8524
1.6927,-11.019,24.798
-8.6854,11.941,2.788
10.126,-6.4389,25.35
11.017,-5.0844,2.0377
2.8386,-4.452,17.318
-7.7658,12.474,40.482
-3.3725,13.973,25.662
4.6777,-3.2221,23.871
-8.2298,12.216,37.63
-9.3896,0.28908,3.7211
1.556,13.939,33.012
12.486,2.7349,34.37
7.17,-9.1924,45.86
-4.0658,-9.7914,32.231
5.5032,-2.1547,31.724
-2.1818,-10.569,5.8789
7.3068,-9.102,1.8303
-7.7253,-6.5496,18.258
10.869,7.4301,27.761
5.6963,-1.807,18.83
-5.372,-8.9705,16.474
-8.8175,-4.4925,39.885
12.605,1.1582,31.435
-7.6669,-6.633,14.663
-0.57032,7.9055,49.403
0.044761,14.134,40.615
-4.9228,-9.2835,28.597
-6.8846,-7.6072,16.581
-4.9984,6.8552,29.31
12.601,1.336,48.047
-3.9678,13.859,28.594
8.3745,10.545,37.729
11.703,5.7058,37.906
8.5125,10.416,17.006
-4.3627,13.769,39.121
-7.5045,12.61,13.249
-0.15326,14.147,23.366
-6.5421,-7.9659,1.1468
-1.9946,-10.624,24.707
12.024,4.7975,30.83
-1.4708,7.9023,42.357
12.41,3.2168,49.036
-8.2809,12.187,47.134
-2.6892,14.071,9.3254
-5.063,-9.1896,12.949
12.204,-2.1499,33.145
-0.083225,-10.988,28.6
0.66708,7.7393,24.368
-0.95473,7.9166,18.335
-2.4499,-10.484,36.367
-1.9756,14.139,27.224
-2.7972,7.7103,48.98
7.9903,10.886,23.538
11.944,5.0448,7.1569
2.8785,-4.4359,34.901
-0.096646,14.144,11.708
-2.9457,14.038,10.212
12.113,4.4992,15.105
-7.2338,-7.2024,25.209
0.34339,7.8024,4.5512
4.3345,-3.5425,36.041
12.315,3.6968,2.2914
-6.1191,-8.3648,45.171
-8.7719,2.5678,48.335
2.27,13.788,34.782
0.15774,14.125,40.035
-7.0285,12.84,36.868
-5.482,6.5613,21.176
-9.2609,1.0114,5.1269
10.068,-6.5153,15.384
9.2443,9.6647,16.957
0.46722,7.78,5.0695
7.2029,11.51,49.992
0.80447,14.057,28.26
-5.4964,6.5518,34.702
-6.73,-7.7735,28.475
4.5652,13.023,26.42
1.1675,14.005,42.716
3.0794,13.569,29.255
-5.802,-8.636,24.066
2.3552,-4.6181,32.659
5.7819,-1.6325,6.1606
-8.0583,3.9402,5.0367
-2.9419,7.6755,43.056
-0.52065,-10.936,37.565
6.1504,-0.62446,15.03
-9.3467,0.56877,8.8143
6.1339,-0.68482,43.738
9.1732,-7.5459,33.025
-5.3408,13.496,38.101
-0.79422,7.9142,29.909
